General Statistics: 
>R004607        458
>R004608        533
>R004609        391
>R004610        462
>R004611        363
>R004612        453
>R004613        447
>R004614        581
>R004615        300
>R004616        451
>R004617        459
>R004618        499
>R004619        426
>R004620        468
>R004621        391
>R004622        469
>R004623        490
>R004624        474
>R004625        448
>R004626        552
>R004627        506
>R004628        477
>R004629        437
>R004630        483
>R004631        519
>R004632        442
>R004633        439
>R004634        445
>R004635        496
>R004636        487
>R004637        350
>R004638        458
>R004639        428
>R004640        509
>R004641        406
>R004642        406
>R004643        437
>R004644        324
>R004645        431
>R004646        523
>R004647        557
>R004648        538
>R004649        471
>R004650        392
>R004651        499
>R004652        444
>R004653        465
>R004654        483
>R004655        387
>R004656        297
>R004657        388
>R004658        386
>R004659        505
>R004660        417
>R004661        456
>R004662        439
>R004663        477
>R004664        596
>R004665        481
>R004666        450
>R004667        504
>R004668        490
>R004669        410
>R004670        433
>R004671        512
>R004672        461
>R004673        432
>R004674        363
>R004675        460
>R004676        480
>R004677        373
>R004678        547
>R004679        334
>R004680        410
>R004681        559
>R004682        570
>R004683        523
>R004684        366
>R004685        510
>R004686        491
>R004687        455
>R004688        479
>R004689        475
>R004690        405
>R004691        512
>R004692        448
>R004693        367
>R004694        574
>R004695        528
>R004696        545
>R004697        457
>R004698        390
>R004699        448
>R004700        243
>R004701        465
>R004702        593
>R004703        432
>R004704        518
>R004705        491
>R004706        472
>R004707        378
>R004708        435
>R004709        480
>R004710        383
>R004711        499
>R004712        341
>R004713        537
>R004714        396
>R004715        443
>R004716        475
>R004718        527
>R004719        470
>R004720        442
>R004721        399
>R004722        462
>R004723        540
>R004724        329
>R004725        267
>R004726        369
>R004727        473
>R004728        452
>R004729        398
>R004730        446
>R004731        453
>R004732        402
>R004733        258
>R004734        464
>R004735        375
>R004736        355
>R004738        436
>R004739        442
>R004740        431
>R004741        487
>R004742        330
>R004743        383
>R004744        506
>R004745        400
>R004746        477
>R004747        478
>R004748        410
>R004749        445
>R004750        532
>R004751        510
>R004752        445
>R004754        474
>R004755        445
